"V1"
"1"	5
"2"	5
"3"	5
"4"	5
"5"	5
"6"	5
"7"	5
"8"	5
"9"	5
"10"	5
"11"	5
"12"	5
"13"	5
"14"	5
"15"	5
"16"	5
"17"	5
"18"	5
"19"	5
"20"	5
"21"	5
"22"	5
"23"	5
"24"	5
"25"	5
"26"	5
"27"	5
"28"	5
"29"	5
"30"	5
"31"	5
"32"	4
"33"	4
"34"	4
"35"	4
"36"	4
"37"	4
"38"	4
"39"	4
"40"	4
"41"	4
"42"	4
"43"	4
"44"	4
"45"	4
"46"	4
"47"	4
"48"	4
"49"	4
"50"	4
"51"	4
"52"	4
"53"	4
"54"	4
"55"	4
"56"	6
"57"	6
"58"	6
"59"	6
"60"	6
"61"	6
"62"	6
"63"	6
"64"	6
"65"	6
"66"	6
"67"	6
"68"	6
"69"	6
"70"	6
"71"	6
"72"	6
"73"	6
"74"	6
"75"	6
"76"	6
"77"	6
"78"	6
"79"	6
"80"	1
"81"	1
"82"	1
"83"	1
"84"	1
"85"	1
"86"	1
"87"	1
"88"	1
"89"	1
"90"	1
"91"	1
"92"	1
"93"	1
"94"	1
"95"	1
"96"	1
"97"	1
"98"	1
"99"	1
"100"	1
"101"	1
"102"	1
"103"	1
"104"	1
"105"	1
"106"	1
"107"	1
"108"	1
"109"	1
"110"	3
"111"	3
"112"	3
"113"	3
"114"	3
"115"	3
"116"	3
"117"	3
"118"	3
"119"	3
"120"	3
"121"	3
"122"	3
"123"	3
"124"	3
"125"	3
"126"	3
"127"	3
"128"	3
"129"	3
"130"	3
"131"	3
"132"	3
"133"	3
"134"	2
"135"	2
"136"	2
"137"	2
"138"	2
"139"	2
"140"	2
"141"	2
"142"	2
"143"	2
"144"	2
"145"	2
"146"	2
"147"	2
"148"	2
"149"	2
"150"	2
"151"	2
"152"	2
"153"	2
"154"	2
"155"	2
"156"	2
"157"	2
"158"	2
"159"	5
"160"	5
"161"	5
"162"	5
"163"	5
"164"	5
"165"	5
"166"	5
"167"	5
"168"	5
"169"	5
"170"	5
"171"	5
"172"	5
"173"	5
"174"	5
"175"	5
"176"	5
"177"	5
"178"	5
"179"	5
"180"	5
"181"	5
"182"	4
"183"	4
"184"	4
"185"	4
"186"	4
"187"	4
"188"	4
"189"	4
"190"	4
"191"	4
"192"	4
"193"	4
"194"	4
"195"	4
"196"	4
"197"	4
"198"	4
"199"	4
"200"	4
"201"	4
"202"	4
"203"	4
"204"	6
"205"	6
"206"	6
"207"	6
"208"	6
"209"	6
"210"	6
"211"	6
"212"	6
"213"	6
"214"	6
"215"	6
"216"	6
"217"	6
"218"	6
"219"	6
"220"	6
"221"	6
"222"	6
"223"	6
"224"	6
"225"	6
"226"	6
"227"	6
"228"	1
"229"	1
"230"	1
"231"	1
"232"	1
"233"	1
"234"	1
"235"	1
"236"	1
"237"	1
"238"	1
"239"	1
"240"	1
"241"	1
"242"	1
"243"	1
"244"	1
"245"	1
"246"	1
"247"	1
"248"	1
"249"	1
"250"	1
"251"	1
"252"	1
"253"	1
"254"	1
"255"	1
"256"	1
"257"	3
"258"	3
"259"	3
"260"	3
"261"	3
"262"	3
"263"	3
"264"	3
"265"	3
"266"	3
"267"	3
"268"	3
"269"	3
"270"	3
"271"	3
"272"	3
"273"	3
"274"	3
"275"	3
"276"	3
"277"	3
"278"	3
"279"	3
"280"	2
"281"	2
"282"	2
"283"	2
"284"	2
"285"	2
"286"	2
"287"	2
"288"	2
"289"	2
"290"	2
"291"	2
"292"	2
"293"	2
"294"	2
"295"	2
"296"	2
"297"	2
"298"	2
"299"	2
"300"	2
"301"	2
"302"	2
"303"	5
"304"	5
"305"	5
"306"	5
"307"	5
"308"	5
"309"	5
"310"	5
"311"	5
"312"	5
"313"	5
"314"	5
"315"	5
"316"	5
"317"	5
"318"	5
"319"	5
"320"	5
"321"	5
"322"	5
"323"	5
"324"	5
"325"	5
"326"	5
"327"	5
"328"	5
"329"	5
"330"	5
"331"	4
"332"	4
"333"	4
"334"	4
"335"	4
"336"	4
"337"	4
"338"	4
"339"	4
"340"	4
"341"	4
"342"	4
"343"	4
"344"	4
"345"	4
"346"	4
"347"	4
"348"	4
"349"	4
"350"	4
"351"	4
"352"	4
"353"	4
"354"	4
"355"	6
"356"	6
"357"	6
"358"	6
"359"	6
"360"	6
"361"	6
"362"	6
"363"	6
"364"	6
"365"	6
"366"	6
"367"	6
"368"	6
"369"	6
"370"	6
"371"	6
"372"	6
"373"	6
"374"	6
"375"	6
"376"	6
"377"	6
"378"	6
"379"	6
"380"	6
"381"	6
"382"	6
"383"	6
"384"	6
"385"	1
"386"	1
"387"	1
"388"	1
"389"	1
"390"	1
"391"	1
"392"	1
"393"	1
"394"	1
"395"	1
"396"	1
"397"	1
"398"	1
"399"	1
"400"	1
"401"	1
"402"	1
"403"	1
"404"	1
"405"	1
"406"	1
"407"	1
"408"	1
"409"	1
"410"	1
"411"	1
"412"	1
"413"	1
"414"	1
"415"	1
"416"	3
"417"	3
"418"	3
"419"	3
"420"	3
"421"	3
"422"	3
"423"	3
"424"	3
"425"	3
"426"	3
"427"	3
"428"	3
